Response,Submitted on,Kritik dan saran,Sentimen,tanggal,jam,hari,normalisasi,case_folding,tokenizing,filtering,stemming,clean_review,Sentimen_Biner
343642,2025-09-20 22:09:00,"kegiatan PKKMB saya dilakukan secara daring, sehingga sinyal yang jadi penyebab masalahnya, sehingga tidak bisa membuka aplikasi ",netral,2025-09-20,22,Saturday,"kegiatan PKKMB saya dilakukan secara daring, sehingga sinyal yang jadi penyebab masalahnya, sehingga tidak bisa membuka aplikasi",kegiatan pkkmb saya dilakukan secara daring sehingga sinyal yang jadi penyebab masalahnya sehingga tidak bisa membuka aplikasi,"['kegiatan', 'pkkmb', 'saya', 'dilakukan', 'secara', 'daring', 'sehingga', 'sinyal', 'yang', 'jadi', 'penyebab', 'masalahnya', 'sehingga', 'tidak', 'bisa', 'membuka', 'aplikasi']","['kegiatan', 'pkkmb', 'dilakukan', 'daring', 'sinyal', 'jadi', 'penyebab', 'masalahnya', 'tidak', 'membuka', 'aplikasi']","['giat', 'pkkmb', 'laku', 'daring', 'sinyal', 'jadi', 'sebab', 'masalah', 'tidak', 'buka', 'aplikasi']",giat pkkmb laku daring sinyal jadi sebab masalah tidak buka aplikasi,0
298688,2025-09-16 16:56:00,"Menurut saya, pelaksanaan PKKMB sudah sesuai harapan, sehingga saya tidak memiliki saran tambahan saat ini",positif,2025-09-16,16,Tuesday,"Menurut saya, pelaksanaan PKKMB sudah sesuai harapan, sehingga saya tidak memiliki saran tambahan saat ini",menurut saya pelaksanaan pkkmb sudah sesuai harapan sehingga saya tidak memiliki saran tambahan saat ini,"['menurut', 'saya', 'pelaksanaan', 'pkkmb', 'sudah', 'sesuai', 'harapan', 'sehingga', 'saya', 'tidak', 'memiliki', 'saran', 'tambahan', 'saat', 'ini']","['pelaksanaan', 'pkkmb', 'sesuai', 'harapan', 'tidak', 'memiliki', 'saran', 'tambahan']","['laksana', 'pkkmb', 'sesuai', 'harap', 'tidak', 'milik', 'saran', 'tambah']",laksana pkkmb sesuai harap tidak milik saran tambah,1
308026,2025-09-18 07:38:00,alhamdulillah dengan adanya Pkkmb ini saya jadi bisa belajar tentang ritme kegiatan unpam beserta arahannya,netral,2025-09-18,7,Thursday,alhamdulillah dengan adanya Pkkmb ini saya jadi bisa belajar tentang ritme kegiatan unpam beserta arahannya,alhamdulillah dengan adanya pkkmb ini saya jadi bisa belajar tentang ritme kegiatan unpam beserta arahannya,"['alhamdulillah', 'dengan', 'adanya', 'pkkmb', 'ini', 'saya', 'jadi', 'bisa', 'belajar', 'tentang', 'ritme', 'kegiatan', 'unpam', 'beserta', 'arahannya']","['alhamdulillah', 'adanya', 'pkkmb', 'jadi', 'belajar', 'ritme', 'kegiatan', 'unpam', 'beserta', 'arahannya']","['alhamdulillah', 'ada', 'pkkmb', 'jadi', 'ajar', 'ritme', 'giat', 'unpam', 'serta', 'arah']",alhamdulillah ada pkkmb jadi ajar ritme giat unpam serta arah,0
337072,2025-09-20 10:05:00,unpam luar biasa,positif,2025-09-20,10,Saturday,unpam luar biasa,unpam luar biasa,"['unpam', 'luar', 'biasa']","['unpam', 'luar', 'biasa']","['unpam', 'luar', 'biasa']",unpam luar biasa,1
316308,2025-09-18 23:52:00,Semoga kedepannya PKKMB di laksanakan secara offline,netral,2025-09-18,23,Thursday,Semoga kedepannya PKKMB di laksanakan secara offline,semoga kedepannya pkkmb di laksanakan secara offline,"['semoga', 'kedepannya', 'pkkmb', 'di', 'laksanakan', 'secara', 'offline']","['semoga', 'kedepannya', 'pkkmb', 'laksanakan', 'offline']","['moga', 'depan', 'pkkmb', 'laksana', 'offline']",moga depan pkkmb laksana offline,0
352892,2025-09-21 14:05:00,Sangat bermanfaat untuk mahasiswa baru untuk mengenal orang baru dan kampus baru ,positif,2025-09-21,14,Sunday,Sangat bermanfaat untuk mahasiswa baru untuk mengenal orang baru dan kampus baru,sangat bermanfaat untuk mahasiswa baru untuk mengenal orang baru dan kampus baru,"['sangat', 'bermanfaat', 'untuk', 'mahasiswa', 'baru', 'untuk', 'mengenal', 'orang', 'baru', 'dan', 'kampus', 'baru']","['sangat', 'bermanfaat', 'mahasiswa', 'baru', 'mengenal', 'orang', 'baru', 'kampus', 'baru']","['sangat', 'manfaat', 'mahasiswa', 'baru', 'kenal', 'orang', 'baru', 'kampus', 'baru']",sangat manfaat mahasiswa baru kenal orang baru kampus baru,1
297988,2025-09-16 15:18:00,sepertinya tidak perlu masukan lagi karna pkkmb sudah sangat keren ,positif,2025-09-16,15,Tuesday,sepertinya tidak perlu masukan lagi karena pkkmb sudah sangat keren,sepertinya tidak perlu masukan lagi karena pkkmb sudah sangat keren,"['sepertinya', 'tidak', 'perlu', 'masukan', 'lagi', 'karena', 'pkkmb', 'sudah', 'sangat', 'keren']","['sepertinya', 'tidak', 'perlu', 'masukan', 'pkkmb', 'sangat', 'keren']","['seperti', 'tidak', 'perlu', 'masuk', 'pkkmb', 'sangat', 'keren']",seperti tidak perlu masuk pkkmb sangat keren,1
342516,2025-09-20 20:21:00,menurut saya untuk kedepannya akun snbp ini harus terus di evaluasi karna banyak mahasiswa yang tidak bisa mengaksesnya ,positif,2025-09-20,20,Saturday,menurut saya untuk kedepannya akun snbp ini harus terus di evaluasi karena banyak mahasiswa yang tidak bisa mengaksesnya,menurut saya untuk kedepannya akun snbp ini harus terus di evaluasi karena banyak mahasiswa yang tidak bisa mengaksesnya,"['menurut', 'saya', 'untuk', 'kedepannya', 'akun', 'snbp', 'ini', 'harus', 'terus', 'di', 'evaluasi', 'karena', 'banyak', 'mahasiswa', 'yang', 'tidak', 'bisa', 'mengaksesnya']","['kedepannya', 'akun', 'snbp', 'terus', 'evaluasi', 'banyak', 'mahasiswa', 'tidak', 'mengaksesnya']","['depan', 'akun', 'snbp', 'terus', 'evaluasi', 'banyak', 'mahasiswa', 'tidak', 'akses']",depan akun snbp terus evaluasi banyak mahasiswa tidak akses,1
280250,2025-09-11 21:20:00,"Kegiatan pkkmb untuk ini cukup puas, hanya saja karna suasana luar sedang ramai pendemo jadi sebagian mahasiswa pkkmb dilakukan via daring, jadi cukup terjaga. ",positif,2025-09-11,21,Thursday,"Kegiatan pkkmb untuk ini cukup puas, hanya saja karena suasana luar sedang ramai pendemo jadi sebagian mahasiswa pkkmb dilakukan via daring, jadi cukup terjaga.",kegiatan pkkmb untuk ini cukup puas hanya saja karena suasana luar sedang ramai pendemo jadi sebagian mahasiswa pkkmb dilakukan via daring jadi cukup terjaga,"['kegiatan', 'pkkmb', 'untuk', 'ini', 'cukup', 'puas', 'hanya', 'saja', 'karena', 'suasana', 'luar', 'sedang', 'ramai', 'pendemo', 'jadi', 'sebagian', 'mahasiswa', 'pkkmb', 'dilakukan', 'via', 'daring', 'jadi', 'cukup', 'terjaga']","['kegiatan', 'pkkmb', 'cukup', 'puas', 'suasana', 'luar', 'sedang', 'ramai', 'pendemo', 'jadi', 'sebagian', 'mahasiswa', 'pkkmb', 'dilakukan', 'via', 'daring', 'jadi', 'cukup', 'terjaga']","['giat', 'pkkmb', 'cukup', 'puas', 'suasana', 'luar', 'sedang', 'ramai', 'demo', 'jadi', 'bagi', 'mahasiswa', 'pkkmb', 'laku', 'via', 'daring', 'jadi', 'cukup', 'jaga']",giat pkkmb cukup puas suasana luar sedang ramai demo jadi bagi mahasiswa pkkmb laku via daring jadi cukup jaga,1
294670,2025-09-16 00:06:00,"Link nya suka eror, gak bisa di akses, jadi terkendala ngisi soalnya.",positif,2025-09-16,0,Tuesday,"Link nya suka eror, enggak bisa di akses, jadi terkendala ngisi soalnya.",link nya suka eror enggak bisa di akses jadi terkendala ngisi soalnya,"['link', 'nya', 'suka', 'eror', 'enggak', 'bisa', 'di', 'akses', 'jadi', 'terkendala', 'ngisi', 'soalnya']","['link', 'nya', 'suka', 'eror', 'enggak', 'akses', 'jadi', 'terkendala', 'ngisi', 'soalnya']","['link', 'nya', 'suka', 'eror', 'enggak', 'akses', 'jadi', 'kendala', 'ngisi', 'soal']",link nya suka eror enggak akses jadi kendala ngisi soal,1
299994,2025-09-16 20:32:00,"Kegiatan PKKMB kegiatan yg positif untuk mengenal lingkungan Kampus,jadi diharapkan PKKMB ini dilakukan secara offline atau tatap muka🙏",positif,2025-09-16,20,Tuesday,"Kegiatan PKKMB kegiatan yang positif untuk mengenal lingkungan Kampus,jadi diharapkan PKKMB ini dilakukan secara offline atau tatap muka🙏",kegiatan pkkmb kegiatan yang positif untuk mengenal lingkungan kampusjadi diharapkan pkkmb ini dilakukan secara offline atau tatap muka,"['kegiatan', 'pkkmb', 'kegiatan', 'yang', 'positif', 'untuk', 'mengenal', 'lingkungan', 'kampusjadi', 'diharapkan', 'pkkmb', 'ini', 'dilakukan', 'secara', 'offline', 'atau', 'tatap', 'muka']","['kegiatan', 'pkkmb', 'kegiatan', 'positif', 'mengenal', 'lingkungan', 'kampusjadi', 'diharapkan', 'pkkmb', 'dilakukan', 'offline', 'tatap', 'muka']","['giat', 'pkkmb', 'giat', 'positif', 'kenal', 'lingkung', 'kampusjadi', 'harap', 'pkkmb', 'laku', 'offline', 'tatap', 'muka']",giat pkkmb giat positif kenal lingkung kampusjadi harap pkkmb laku offline tatap muka,1
301178,2025-09-16 23:03:00,Semoga bisa lebih baik kedepannya. Semangat ,positif,2025-09-16,23,Tuesday,Semoga bisa lebih baik kedepannya. Semangat,semoga bisa lebih baik kedepannya semangat,"['semoga', 'bisa', 'lebih', 'baik', 'kedepannya', 'semangat']","['semoga', 'lebih', 'baik', 'kedepannya', 'semangat']","['moga', 'lebih', 'baik', 'depan', 'semangat']",moga lebih baik depan semangat,1
291460,2025-09-15 15:57:00,"Kegiatan pkkmb membuat saya menjadi tahu tentang lingkungan kampus, kegiatan serta sarana pra sarana yg ada didalam kehidupan kampus. Bagi saya ini adalah sebuah pengetahuan yg tadinya tidak tahu menjadi tahu tentang strategi dunia perkulian  Sekian terima kasih. ",netral,2025-09-15,15,Monday,"Kegiatan pkkmb membuat saya menjadi tahu tentang lingkungan kampus, kegiatan serta sarana pra sarana yang ada didalam kehidupan kampus. Bagi saya ini adalah sebuah pengetahuan yang tadinya tidak tahu menjadi tahu tentang strategi dunia perkulian Sekian terima kasih.",kegiatan pkkmb membuat saya menjadi tahu tentang lingkungan kampus kegiatan serta sarana pra sarana yang ada didalam kehidupan kampus bagi saya ini adalah sebuah pengetahuan yang tadinya tidak tahu menjadi tahu tentang strategi dunia perkulian sekian terima kasih,"['kegiatan', 'pkkmb', 'membuat', 'saya', 'menjadi', 'tahu', 'tentang', 'lingkungan', 'kampus', 'kegiatan', 'serta', 'sarana', 'pra', 'sarana', 'yang', 'ada', 'didalam', 'kehidupan', 'kampus', 'bagi', 'saya', 'ini', 'adalah', 'sebuah', 'pengetahuan', 'yang', 'tadinya', 'tidak', 'tahu', 'menjadi', 'tahu', 'tentang', 'strategi', 'dunia', 'perkulian', 'sekian', 'terima', 'kasih']","['kegiatan', 'pkkmb', 'membuat', 'menjadi', 'tahu', 'lingkungan', 'kampus', 'kegiatan', 'sarana', 'pra', 'sarana', 'didalam', 'kehidupan', 'kampus', 'sebuah', 'pengetahuan', 'tadinya', 'tidak', 'tahu', 'menjadi', 'tahu', 'strategi', 'dunia', 'perkulian', 'sekian', 'terima', 'kasih']","['giat', 'pkkmb', 'buat', 'jadi', 'tahu', 'lingkung', 'kampus', 'giat', 'sarana', 'pra', 'sarana', 'dalam', 'hidup', 'kampus', 'buah', 'tahu', 'tadi', 'tidak', 'tahu', 'jadi', 'tahu', 'strategi', 'dunia', 'kuli', 'sekian', 'terima', 'kasih']",giat pkkmb buat jadi tahu lingkung kampus giat sarana pra sarana dalam hidup kampus buah tahu tadi tidak tahu jadi tahu strategi dunia kuli sekian terima kasih,0
320816,2025-09-19 11:23:00,sangat menyenangkan dan banyak ilmu yang dapat di petik di acara tersebut,positif,2025-09-19,11,Friday,sangat menyenangkan dan banyak ilmu yang dapat di petik di acara tersebut,sangat menyenangkan dan banyak ilmu yang dapat di petik di acara tersebut,"['sangat', 'menyenangkan', 'dan', 'banyak', 'ilmu', 'yang', 'dapat', 'di', 'petik', 'di', 'acara', 'tersebut']","['sangat', 'menyenangkan', 'banyak', 'ilmu', 'petik', 'acara', 'tersebut']","['sangat', 'senang', 'banyak', 'ilmu', 'petik', 'acara', 'sebut']",sangat senang banyak ilmu petik acara sebut,1
276650,2025-09-10 23:29:00,"Manfaatkan PKKMB sebagai wadah untuk mengenalkan isu-isu krusial seperti literasi digital, anti-perundungan (anti-bullying), dan kesadaran kesehatan mental di lingkungan kampus. Ini akan menciptakan suasana kampus yang lebih inklusif dan aman.",positif,2025-09-10,23,Wednesday,"Manfaatkan PKKMB sebagai wadah untuk mengenalkan isu-isu krusial seperti literasi digital, anti-perundungan (anti-bullying), dan kesadaran kesehatan mental di lingkungan kampus. Ini akan menciptakan suasana kampus yang lebih inklusif dan aman.",manfaatkan pkkmb sebagai wadah untuk mengenalkan isuisu krusial seperti literasi digital antiperundungan antibullying dan kesadaran kesehatan mental di lingkungan kampus ini akan menciptakan suasana kampus yang lebih inklusif dan aman,"['manfaatkan', 'pkkmb', 'sebagai', 'wadah', 'untuk', 'mengenalkan', 'isuisu', 'krusial', 'seperti', 'literasi', 'digital', 'antiperundungan', 'antibullying', 'dan', 'kesadaran', 'kesehatan', 'mental', 'di', 'lingkungan', 'kampus', 'ini', 'akan', 'menciptakan', 'suasana', 'kampus', 'yang', 'lebih', 'inklusif', 'dan', 'aman']","['manfaatkan', 'pkkmb', 'wadah', 'mengenalkan', 'isuisu', 'krusial', 'literasi', 'digital', 'antiperundungan', 'antibullying', 'kesadaran', 'kesehatan', 'mental', 'lingkungan', 'kampus', 'menciptakan', 'suasana', 'kampus', 'lebih', 'inklusif', 'aman']","['manfaat', 'pkkmb', 'wadah', 'kenal', 'isuisu', 'krusial', 'literasi', 'digital', 'antiperundungan', 'antibullying', 'sadar', 'sehat', 'mental', 'lingkung', 'kampus', 'cipta', 'suasana', 'kampus', 'lebih', 'inklusif', 'aman']",manfaat pkkmb wadah kenal isuisu krusial literasi digital antiperundungan antibullying sadar sehat mental lingkung kampus cipta suasana kampus lebih inklusif aman,1
324162,2025-09-19 16:59:00,semoga tahun depan tida online ,netral,2025-09-19,16,Friday,semoga tahun depan tida online,semoga tahun depan tida online,"['semoga', 'tahun', 'depan', 'tida', 'online']","['semoga', 'tahun', 'depan', 'tida', 'online']","['moga', 'tahun', 'depan', 'tida', 'online']",moga tahun depan tida online,0
295530,2025-09-16 06:55:00,"Kegiatan PKKMB online informatif dan jelas materinya juga bermanfaat , namun karna pkkmbnya online jadi kurang ada momennya ",netral,2025-09-16,6,Tuesday,"Kegiatan PKKMB online informatif dan jelas materinya juga bermanfaat , namun karena pkkmbnya online jadi kurang ada momennya",kegiatan pkkmb online informatif dan jelas materinya juga bermanfaat  namun karena pkkmbnya online jadi kurang ada momennya,"['kegiatan', 'pkkmb', 'online', 'informatif', 'dan', 'jelas', 'materinya', 'juga', 'bermanfaat', 'namun', 'karena', 'pkkmbnya', 'online', 'jadi', 'kurang', 'ada', 'momennya']","['kegiatan', 'pkkmb', 'online', 'informatif', 'jelas', 'materinya', 'bermanfaat', 'pkkmbnya', 'online', 'jadi', 'kurang', 'momennya']","['giat', 'pkkmb', 'online', 'informatif', 'jelas', 'materi', 'manfaat', 'pkkmbnya', 'online', 'jadi', 'kurang', 'momen']",giat pkkmb online informatif jelas materi manfaat pkkmbnya online jadi kurang momen,0
332708,2025-09-20 04:08:00,"kegiatan pkkmb adalah salah satu bentuk kegiatan untuk melatih dan menanamkan rasa percaya diri, juga rasa peduli terhadap sesama.",netral,2025-09-20,4,Saturday,"kegiatan pkkmb adalah salah satu bentuk kegiatan untuk melatih dan menanamkan rasa percaya diri, juga rasa peduli terhadap sesama.",kegiatan pkkmb adalah salah satu bentuk kegiatan untuk melatih dan menanamkan rasa percaya diri juga rasa peduli terhadap sesama,"['kegiatan', 'pkkmb', 'adalah', 'salah', 'satu', 'bentuk', 'kegiatan', 'untuk', 'melatih', 'dan', 'menanamkan', 'rasa', 'percaya', 'diri', 'juga', 'rasa', 'peduli', 'terhadap', 'sesama']","['kegiatan', 'pkkmb', 'salah', 'satu', 'bentuk', 'kegiatan', 'melatih', 'menanamkan', 'rasa', 'percaya', 'diri', 'rasa', 'peduli', 'sesama']","['giat', 'pkkmb', 'salah', 'satu', 'bentuk', 'giat', 'latih', 'tanam', 'rasa', 'percaya', 'diri', 'rasa', 'peduli', 'sama']",giat pkkmb salah satu bentuk giat latih tanam rasa percaya diri rasa peduli sama,0
294160,2025-09-15 22:59:00,"Perbaiki lagi websitenya, sering down server, terima kasih ",positif,2025-09-15,22,Monday,"Perbaiki lagi websitenya, sering down server, terima kasih",perbaiki lagi websitenya sering down server terima kasih,"['perbaiki', 'lagi', 'websitenya', 'sering', 'down', 'server', 'terima', 'kasih']","['perbaiki', 'websitenya', 'sering', 'down', 'server', 'terima', 'kasih']","['baik', 'websitenya', 'sering', 'down', 'server', 'terima', 'kasih']",baik websitenya sering down server terima kasih,1
327024,2025-09-19 20:57:00,Semoga kedepannya webnya tidak sering eror,netral,2025-09-19,20,Friday,Semoga kedepannya webnya tidak sering eror,semoga kedepannya webnya tidak sering eror,"['semoga', 'kedepannya', 'webnya', 'tidak', 'sering', 'eror']","['semoga', 'kedepannya', 'webnya', 'tidak', 'sering', 'eror']","['moga', 'depan', 'webnya', 'tidak', 'sering', 'eror']",moga depan webnya tidak sering eror,0
307144,2025-09-18 00:35:00,Aspek materi dan kegiatan   Aspek pelaksanaannya  Aspek lingkungan dan budaya  ,netral,2025-09-18,0,Thursday,Aspek materi dan kegiatan Aspek pelaksanaannya Aspek lingkungan dan budaya,aspek materi dan kegiatan aspek pelaksanaannya aspek lingkungan dan budaya,"['aspek', 'materi', 'dan', 'kegiatan', 'aspek', 'pelaksanaannya', 'aspek', 'lingkungan', 'dan', 'budaya']","['aspek', 'materi', 'kegiatan', 'aspek', 'pelaksanaannya', 'aspek', 'lingkungan', 'budaya']","['aspek', 'materi', 'giat', 'aspek', 'laksana', 'aspek', 'lingkung', 'budaya']",aspek materi giat aspek laksana aspek lingkung budaya,0
296426,2025-09-16 11:08:00,"Masukan untuk kegiatan pkkmb ini, pastikan cek koneksi internet supaya tidak terulang kembali seperti pkkmb online reg CS kemarin",positif,2025-09-16,11,Tuesday,"Masukan untuk kegiatan pkkmb ini, pastikan cek koneksi internet supaya tidak terulang kembali seperti pkkmb online reg CS kemarin",masukan untuk kegiatan pkkmb ini pastikan cek koneksi internet supaya tidak terulang kembali seperti pkkmb online reg cs kemarin,"['masukan', 'untuk', 'kegiatan', 'pkkmb', 'ini', 'pastikan', 'cek', 'koneksi', 'internet', 'supaya', 'tidak', 'terulang', 'kembali', 'seperti', 'pkkmb', 'online', 'reg', 'cs', 'kemarin']","['masukan', 'kegiatan', 'pkkmb', 'pastikan', 'cek', 'koneksi', 'internet', 'tidak', 'terulang', 'pkkmb', 'online', 'reg', 'cs', 'kemarin']","['masuk', 'giat', 'pkkmb', 'pasti', 'cek', 'koneksi', 'internet', 'tidak', 'ulang', 'pkkmb', 'online', 'reg', 'cs', 'kemarin']",masuk giat pkkmb pasti cek koneksi internet tidak ulang pkkmb online reg cs kemarin,1
332998,2025-09-20 04:28:00,"perbanyak sesi interaktif seperti diskusi,games edukatif,atau sharing alumni, dan sesi motivasi dari dosen,alumni dan took yang bisa membangkitkan semangat mahasiswa baru",positif,2025-09-20,4,Saturday,"perbanyak sesi interaktif seperti diskusi,games edukatif,atau sharing alumni, dan sesi motivasi dari dosen,alumni dan took yang bisa membangkitkan semangat mahasiswa baru",perbanyak sesi interaktif seperti diskusigames edukatifatau sharing alumni dan sesi motivasi dari dosenalumni dan took yang bisa membangkitkan semangat mahasiswa baru,"['perbanyak', 'sesi', 'interaktif', 'seperti', 'diskusigames', 'edukatifatau', 'sharing', 'alumni', 'dan', 'sesi', 'motivasi', 'dari', 'dosenalumni', 'dan', 'took', 'yang', 'bisa', 'membangkitkan', 'semangat', 'mahasiswa', 'baru']","['perbanyak', 'sesi', 'interaktif', 'diskusigames', 'edukatifatau', 'sharing', 'alumni', 'sesi', 'motivasi', 'dosenalumni', 'took', 'membangkitkan', 'semangat', 'mahasiswa', 'baru']","['banyak', 'sesi', 'interaktif', 'diskusigames', 'edukatifatau', 'sharing', 'alumni', 'sesi', 'motivasi', 'dosenalumni', 'took', 'bangkit', 'semangat', 'mahasiswa', 'baru']",banyak sesi interaktif diskusigames edukatifatau sharing alumni sesi motivasi dosenalumni took bangkit semangat mahasiswa baru,1
298322,2025-09-16 16:00:00,Alhamdulillah saya sangat bersyukur kuliah di unpam,netral,2025-09-16,16,Tuesday,Alhamdulillah saya sangat bersyukur kuliah di unpam,alhamdulillah saya sangat bersyukur kuliah di unpam,"['alhamdulillah', 'saya', 'sangat', 'bersyukur', 'kuliah', 'di', 'unpam']","['alhamdulillah', 'sangat', 'bersyukur', 'kuliah', 'unpam']","['alhamdulillah', 'sangat', 'syukur', 'kuliah', 'unpam']",alhamdulillah sangat syukur kuliah unpam,0
308254,2025-09-18 08:25:00,assalamu'alaikum warahmatullahi wabarakatuh     sebaiknya jika PKKMB dilaksanakan secara online pastikan jaringan memadai agar penyampaian yang disampaikan oleh pihak kampus dapat diterima dengan jelas oleh mahasiswa baru.  terimakasih,positif,2025-09-18,8,Thursday,assalamu'alaikum warahmatullahi wabarakatuh sebaiknya jika PKKMB dilaksanakan secara online pastikan jaringan memadai agar penyampaian yang disampaikan oleh pihak kampus dapat diterima dengan jelas oleh mahasiswa baru. terimakasih,assalamualaikum warahmatullahi wabarakatuh sebaiknya jika pkkmb dilaksanakan secara online pastikan jaringan memadai agar penyampaian yang disampaikan oleh pihak kampus dapat diterima dengan jelas oleh mahasiswa baru terimakasih,"['assalamualaikum', 'warahmatullahi', 'wabarakatuh', 'sebaiknya', 'jika', 'pkkmb', 'dilaksanakan', 'secara', 'online', 'pastikan', 'jaringan', 'memadai', 'agar', 'penyampaian', 'yang', 'disampaikan', 'oleh', 'pihak', 'kampus', 'dapat', 'diterima', 'dengan', 'jelas', 'oleh', 'mahasiswa', 'baru', 'terimakasih']","['assalamualaikum', 'warahmatullahi', 'wabarakatuh', 'sebaiknya', 'pkkmb', 'dilaksanakan', 'online', 'pastikan', 'jaringan', 'memadai', 'penyampaian', 'disampaikan', 'pihak', 'kampus', 'diterima', 'jelas', 'mahasiswa', 'baru', 'terimakasih']","['assalamualaikum', 'warahmatullahi', 'wabarakatuh', 'baik', 'pkkmb', 'laksana', 'online', 'pasti', 'jaring', 'pada', 'sampai', 'sampai', 'pihak', 'kampus', 'terima', 'jelas', 'mahasiswa', 'baru', 'terimakasih']",assalamualaikum warahmatullahi wabarakatuh baik pkkmb laksana online pasti jaring pada sampai sampai pihak kampus terima jelas mahasiswa baru terimakasih,1
330196,2025-09-20 00:41:00,maaf sebelumnya kedepan nya kalo bisa untuk jaringan dan wibsite ini diperbagus lagi selebih nya sudah bagus kok😊,positif,2025-09-20,0,Saturday,maaf sebelumnya kedepan nya kalo bisa untuk jaringan dan wibsite ini diperbagus lagi selebih nya sudah bagus kok😊,maaf sebelumnya kedepan nya kalo bisa untuk jaringan dan wibsite ini diperbagus lagi selebih nya sudah bagus kok,"['maaf', 'sebelumnya', 'kedepan', 'nya', 'kalo', 'bisa', 'untuk', 'jaringan', 'dan', 'wibsite', 'ini', 'diperbagus', 'lagi', 'selebih', 'nya', 'sudah', 'bagus', 'kok']","['maaf', 'sebelumnya', 'kedepan', 'nya', 'kalo', 'jaringan', 'wibsite', 'diperbagus', 'selebih', 'nya', 'bagus', 'kok']","['maaf', 'belum', 'depan', 'nya', 'kalo', 'jaring', 'wibsite', 'bagus', 'lebih', 'nya', 'bagus', 'kok']",maaf belum depan nya kalo jaring wibsite bagus lebih nya bagus kok,1
294680,2025-09-16 00:07:00,Website Spmb.unpam.ac.id sering eror,netral,2025-09-16,0,Tuesday,Website Spmb.unpam.ac.id sering eror,website spmbunpamacid sering eror,"['website', 'spmbunpamacid', 'sering', 'eror']","['website', 'spmbunpamacid', 'sering', 'eror']","['website', 'spmbunpamacid', 'sering', 'eror']",website spmbunpamacid sering eror,0
328178,2025-09-19 22:24:00,"Pelaksanaan PKKMB kemarin menurut saya sudah berjalan dengan baik dan informatif, hanya saja karena dilakukan secara online, penyampaian materi kadang mengalami kendala teknis seperti jaringan yang terputus-putus atau lag. Mungkin ke depannya bisa dipertimbangkan solusi agar koneksi lebih stabil, supaya informasi yang disampaikan dapat diterima peserta secara lebih optimal.",positif,2025-09-19,22,Friday,"Pelaksanaan PKKMB kemarin menurut saya sudah berjalan dengan baik dan informatif, hanya saja karena dilakukan secara online, penyampaian materi kadang mengalami kendala teknis seperti jaringan yang terputus-putus atau lag. Mungkin ke depannya bisa dipertimbangkan solusi agar koneksi lebih stabil, supaya informasi yang disampaikan dapat diterima peserta secara lebih optimal.",pelaksanaan pkkmb kemarin menurut saya sudah berjalan dengan baik dan informatif hanya saja karena dilakukan secara online penyampaian materi kadang mengalami kendala teknis seperti jaringan yang terputusputus atau lag mungkin ke depannya bisa dipertimbangkan solusi agar koneksi lebih stabil supaya informasi yang disampaikan dapat diterima peserta secara lebih optimal,"['pelaksanaan', 'pkkmb', 'kemarin', 'menurut', 'saya', 'sudah', 'berjalan', 'dengan', 'baik', 'dan', 'informatif', 'hanya', 'saja', 'karena', 'dilakukan', 'secara', 'online', 'penyampaian', 'materi', 'kadang', 'mengalami', 'kendala', 'teknis', 'seperti', 'jaringan', 'yang', 'terputusputus', 'atau', 'lag', 'mungkin', 'ke', 'depannya', 'bisa', 'dipertimbangkan', 'solusi', 'agar', 'koneksi', 'lebih', 'stabil', 'supaya', 'informasi', 'yang', 'disampaikan', 'dapat', 'diterima', 'peserta', 'secara', 'lebih', 'optimal']","['pelaksanaan', 'pkkmb', 'kemarin', 'berjalan', 'baik', 'informatif', 'dilakukan', 'online', 'penyampaian', 'materi', 'kadang', 'mengalami', 'kendala', 'teknis', 'jaringan', 'terputusputus', 'lag', 'mungkin', 'depannya', 'dipertimbangkan', 'solusi', 'koneksi', 'lebih', 'stabil', 'informasi', 'disampaikan', 'diterima', 'peserta', 'lebih', 'optimal']","['laksana', 'pkkmb', 'kemarin', 'jalan', 'baik', 'informatif', 'laku', 'online', 'sampai', 'materi', 'kadang', 'alami', 'kendala', 'teknis', 'jaring', 'terputusputus', 'lag', 'mungkin', 'depan', 'timbang', 'solusi', 'koneksi', 'lebih', 'stabil', 'informasi', 'sampai', 'terima', 'serta', 'lebih', 'optimal']",laksana pkkmb kemarin jalan baik informatif laku online sampai materi kadang alami kendala teknis jaring terputusputus lag mungkin depan timbang solusi koneksi lebih stabil informasi sampai terima serta lebih optimal,1
302448,2025-09-17 15:07:00,lebih aktif lagi dari mengabarkan info pkkmb kepada mahasiswa,netral,2025-09-17,15,Wednesday,lebih aktif lagi dari mengabarkan info pkkmb kepada mahasiswa,lebih aktif lagi dari mengabarkan info pkkmb kepada mahasiswa,"['lebih', 'aktif', 'lagi', 'dari', 'mengabarkan', 'info', 'pkkmb', 'kepada', 'mahasiswa']","['lebih', 'aktif', 'mengabarkan', 'info', 'pkkmb', 'mahasiswa']","['lebih', 'aktif', 'abar', 'info', 'pkkmb', 'mahasiswa']",lebih aktif abar info pkkmb mahasiswa,0
